danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.448,0.904,11,-3.64,0,0.0472,3.04e-05,9.16e-05,0.27,0.368,139.978,audio_features,1PFraKHHne2bSn6ebEZrZa,spotify:track:1PFraKHHne2bSn6ebEZrZa,https://api.spotify.com/v1/tracks/1PFraKHHne2bSn6ebEZrZa,https://api.spotify.com/v1/audio-analysis/1PFraKHHne2bSn6ebEZrZa,223570,4
0.456,0.517,11,-6.917,0,0.033,0.468,0.0,0.18,0.363,150.153,audio_features,39GzfxTROXVSZePs4oHFZS,spotify:track:39GzfxTROXVSZePs4oHFZS,https://api.spotify.com/v1/tracks/39GzfxTROXVSZePs4oHFZS,https://api.spotify.com/v1/audio-analysis/39GzfxTROXVSZePs4oHFZS,222093,4
0.375,0.911,10,-2.936,0,0.053,0.00117,0.0,0.127,0.211,147.982,audio_features,2jxXTsHWm2w5Zdi2rlZ1Y8,spotify:track:2jxXTsHWm2w5Zdi2rlZ1Y8,https://api.spotify.com/v1/tracks/2jxXTsHWm2w5Zdi2rlZ1Y8,https://api.spotify.com/v1/audio-analysis/2jxXTsHWm2w5Zdi2rlZ1Y8,245881,4
0.121,0.876,4,-2.979,1,0.104,0.00108,3.31e-05,0.39,0.346,76.059,audio_features,2FskEqe5Q1wDnbflIHinYa,spotify:track:2FskEqe5Q1wDnbflIHinYa,https://api.spotify.com/v1/tracks/2FskEqe5Q1wDnbflIHinYa,https://api.spotify.com/v1/audio-analysis/2FskEqe5Q1wDnbflIHinYa,188613,4
0.434,0.565,6,-6.799,0,0.0314,0.123,0.0,0.0599,0.144,124.021,audio_features,5f9ICjxUym0dp0wvElc0vA,spotify:track:5f9ICjxUym0dp0wvElc0vA,https://api.spotify.com/v1/tracks/5f9ICjxUym0dp0wvElc0vA,https://api.spotify.com/v1/audio-analysis/5f9ICjxUym0dp0wvElc0vA,263667,3
0.371,0.87,1,-4.283,1,0.0521,0.00016,0.0,0.0409,0.308,84.961,audio_features,1v2trTrf04sxW3EOUzOq9G,spotify:track:1v2trTrf04sxW3EOUzOq9G,https://api.spotify.com/v1/tracks/1v2trTrf04sxW3EOUzOq9G,https://api.spotify.com/v1/audio-analysis/1v2trTrf04sxW3EOUzOq9G,231759,4
0.434,0.94,4,-3.494,1,0.0546,3.59e-06,0.0,0.0959,0.497,91.012,audio_features,7kOF9F9p4EOOF34wGbMBPC,spotify:track:7kOF9F9p4EOOF34wGbMBPC,https://api.spotify.com/v1/tracks/7kOF9F9p4EOOF34wGbMBPC,https://api.spotify.com/v1/audio-analysis/7kOF9F9p4EOOF34wGbMBPC,183147,4
0.458,0.849,3,-4.244,0,0.0404,0.00341,1.2e-06,0.161,0.389,89.916,audio_features,6M9vEm3Cy3PHr3QkXRX6x3,spotify:track:6M9vEm3Cy3PHr3QkXRX6x3,https://api.spotify.com/v1/tracks/6M9vEm3Cy3PHr3QkXRX6x3,https://api.spotify.com/v1/audio-analysis/6M9vEm3Cy3PHr3QkXRX6x3,201160,4
0.441,0.97,0,-2.99,0,0.0919,0.00803,2.13e-06,0.332,0.538,164.071,audio_features,52ngXhcqJzGyKVDup7HzGr,spotify:track:52ngXhcqJzGyKVDup7HzGr,https://api.spotify.com/v1/tracks/52ngXhcqJzGyKVDup7HzGr,https://api.spotify.com/v1/audio-analysis/52ngXhcqJzGyKVDup7HzGr,220627,4
0.508,0.92,5,-3.264,1,0.045,0.000589,2.71e-06,0.107,0.301,102.989,audio_features,3PwUxOBMBkwILa7Y0s6h8S,spotify:track:3PwUxOBMBkwILa7Y0s6h8S,https://api.spotify.com/v1/tracks/3PwUxOBMBkwILa7Y0s6h8S,https://api.spotify.com/v1/audio-analysis/3PwUxOBMBkwILa7Y0s6h8S,273627,4
0.569,0.963,10,-5.45,0,0.108,6.05e-05,0.872,0.327,0.479,135.988,audio_features,677gf0ndA560mHPVj4JvG0,spotify:track:677gf0ndA560mHPVj4JvG0,https://api.spotify.com/v1/tracks/677gf0ndA560mHPVj4JvG0,https://api.spotify.com/v1/audio-analysis/677gf0ndA560mHPVj4JvG0,244640,4
0.529,0.88,0,-6.667,0,0.0794,0.0318,0.0,0.731,0.548,130.045,audio_features,65nmbQBvLnlcoiqtHZcBQT,spotify:track:65nmbQBvLnlcoiqtHZcBQT,https://api.spotify.com/v1/tracks/65nmbQBvLnlcoiqtHZcBQT,https://api.spotify.com/v1/audio-analysis/65nmbQBvLnlcoiqtHZcBQT,217440,4
